id,mathematics_interest,physics_interest,chemistry_interest,biology_interest,computer_interest,accountancy_interest,economics_interest,business_interest,history_political_science_interest,psychology_interest,logical_reasoning,numerical_ability,scientific_interest,problem_solving,communication,leadership,creativity,empathy,research_interest,public_speaking,technology_interest,medical_healthcare_interest,business_finance_interest,social_issues_interest,government_public_service_interest,law_debate_interest,teaching_interest,long_study_willingness,stress_tolerance,risk_tolerance,teamwork,people_interaction,career_choice
187,6,5,6,3,4,2,6,6,7,5,7,4,6,6,8,6,10,8,7,8,8,5,3,5,5,5,10,10,7,4,6,10,Teaching / Professor
188,6,4,4,7,6,4,7,5,7,5,7,4,5,8,8,6,7,7,7,9,5,2,5,9,5,5,9,8,8,5,7,8,Teaching / Professor
189,3,2,2,1,7,3,1,6,6,2,7,6,3,8,8,4,10,6,5,7,6,3,3,9,4,5,3,6,5,5,7,10,Journalism / Media
190,2,1,1,3,4,3,3,3,8,6,5,4,2,6,10,4,7,4,4,8,3,4,6,7,6,10,3,9,6,5,6,7,Law
191,9,5,3,1,6,5,8,7,7,6,7,9,5,8,7,6,6,5,6,6,9,3,9,6,3,1,2,4,8,7,9,8,Finance / Banking
192,5,4,8,6,3,5,2,4,2,3,6,6,10,6,5,8,6,7,8,6,5,8,2,2,2,1,3,8,8,2,8,5,Pharmacy
193,5,1,3,4,6,1,4,1,8,10,7,3,7,5,9,3,6,7,7,3,4,7,2,8,5,3,6,7,5,3,9,8,Psychology
194,4,4,7,4,4,2,6,2,8,3,9,2,4,6,7,7,5,10,7,8,5,2,3,7,10,6,6,8,4,4,8,7,Civil Services
195,4,3,4,2,6,4,8,8,3,4,6,5,5,8,9,9,9,3,3,8,7,4,5,4,4,5,5,7,7,10,10,7,Business / Management
196,4,6,3,6,4,4,6,5,6,9,8,3,8,10,10,8,5,10,8,7,4,9,3,8,3,5,9,10,8,2,6,10,Psychology
197,5,5,4,5,10,3,1,3,5,8,9,6,4,7,7,7,8,7,8,9,6,1,3,2,5,6,10,9,7,4,6,7,Teaching / Professor
198,2,3,6,8,5,1,2,2,3,6,7,3,9,9,7,5,7,10,3,6,7,9,1,4,6,4,6,10,6,4,7,7,MBBS / Doctor
199,10,7,5,5,9,4,7,7,3,6,8,8,9,10,9,7,8,5,5,8,9,5,6,3,3,7,6,7,8,9,9,5,Engineering
200,7,5,5,4,6,7,7,10,4,2,7,9,6,7,8,5,6,7,6,1,7,1,10,4,7,4,4,7,8,5,6,6,Finance / Banking
201,4,2,2,9,3,3,5,2,4,9,6,4,9,10,6,6,9,9,6,8,4,5,2,7,3,3,8,7,4,5,8,8,Psychology
202,4,6,4,2,7,3,2,6,9,4,6,3,5,5,10,7,9,8,5,10,8,3,2,10,4,6,6,6,6,6,8,8,Journalism / Media
203,6,2,5,1,5,7,6,5,1,3,7,7,1,8,5,3,1,3,3,3,9,2,8,1,6,4,7,6,5,6,6,7,CA / Accounting
204,3,4,6,4,4,3,4,3,4,9,6,5,7,7,8,8,8,8,7,6,7,3,1,6,4,3,9,9,5,5,6,9,Teaching / Professor
205,5,2,1,3,5,8,8,6,1,3,6,8,2,7,3,5,3,3,4,3,3,1,10,1,5,1,4,6,6,4,7,7,CA / Accounting
206,9,3,6,1,6,9,8,7,2,4,10,8,6,7,5,5,6,2,8,5,7,1,9,6,2,4,6,4,6,5,5,7,Finance / Banking
207,4,6,7,9,4,2,1,5,2,5,6,7,9,10,5,8,9,6,6,3,3,9,2,3,3,3,7,8,9,2,8,9,Dentist
208,4,5,10,4,4,3,2,1,2,4,7,1,9,8,5,3,7,5,7,3,6,8,3,3,1,1,5,7,6,5,6,6,Pharmacy
209,7,6,10,6,5,5,3,4,3,4,9,3,8,8,4,5,5,7,7,3,5,8,3,4,3,2,3,8,4,4,6,5,Pharmacy
210,7,9,6,3,8,1,5,3,3,6,8,6,8,8,5,7,7,3,9,5,9,3,6,4,2,3,7,8,7,8,8,6,Engineering
211,4,4,10,7,3,3,2,2,3,3,6,6,7,9,6,7,6,6,8,5,7,7,3,4,5,3,4,8,5,6,6,4,Pharmacy
212,10,8,6,6,7,3,4,4,6,2,7,6,10,8,6,4,7,7,7,5,7,3,5,3,5,6,5,8,7,9,10,5,Engineering
213,5,3,2,4,7,4,5,5,8,7,8,6,5,7,10,10,6,6,7,10,5,4,2,8,10,7,6,9,7,6,9,10,Civil Services
214,5,1,1,2,2,1,3,3,7,5,5,2,1,5,7,7,5,7,7,5,4,1,4,8,6,7,6,6,7,3,7,7,Law
215,5,4,10,8,6,4,2,6,4,6,9,2,6,8,2,4,5,5,9,4,9,6,4,5,3,3,4,5,7,6,9,4,Pharmacy
216,3,3,4,5,9,4,8,9,4,6,5,6,5,7,9,6,8,8,4,6,5,4,9,5,3,2,5,5,7,10,6,6,Business / Management
217,3,7,6,7,4,3,3,6,4,4,7,4,6,9,5,2,7,6,8,1,6,5,5,2,1,4,1,7,5,5,5,5,Pharmacy
218,6,7,4,4,5,1,7,5,4,3,7,8,7,10,6,6,5,5,7,5,8,4,6,5,6,5,7,6,7,6,8,7,Engineering
219,5,4,4,1,5,2,5,2,7,5,7,4,6,10,8,5,5,8,6,7,5,3,6,7,9,6,3,6,6,6,4,5,Civil Services
220,4,2,4,4,5,4,6,5,7,7,7,4,5,8,8,7,10,3,6,9,6,3,5,8,8,7,4,4,5,5,8,9,Journalism / Media
221,4,2,1,2,2,3,7,5,9,3,5,3,6,5,9,7,7,6,5,7,5,3,2,7,5,7,6,6,7,7,8,9,Law
222,8,9,7,3,10,2,6,4,6,4,9,9,6,9,6,5,7,7,6,6,9,2,5,3,5,3,5,5,7,8,6,5,Engineering
223,4,5,5,3,7,2,5,3,4,5,7,9,7,6,6,6,7,9,9,9,6,3,4,6,7,5,9,9,8,4,8,8,Teaching / Professor
224,4,2,5,7,5,3,3,3,5,2,3,2,9,5,7,5,5,7,6,4,6,10,4,4,3,3,9,8,9,5,9,9,MBBS / Doctor
225,5,5,1,2,7,5,5,4,8,6,8,5,1,8,9,7,9,5,7,10,6,1,8,8,8,10,7,9,7,5,8,8,Law
226,6,4,7,10,2,1,2,3,2,5,8,6,10,6,6,3,4,3,9,5,8,9,3,3,4,3,2,7,4,4,8,5,Pharmacy
227,3,5,6,5,5,3,3,3,8,7,8,5,7,9,8,10,6,6,6,7,7,2,1,5,4,6,6,8,6,4,9,7,Teaching / Professor
228,5,4,1,3,3,5,7,4,9,6,8,6,5,10,7,8,7,6,8,8,5,3,1,5,10,7,4,9,6,7,9,5,Civil Services
229,4,2,5,4,4,3,1,2,6,7,9,6,7,7,10,5,6,7,7,6,3,2,2,6,1,8,8,6,4,3,6,8,Teaching / Professor
230,6,6,7,9,4,3,4,5,4,4,7,6,6,8,8,10,5,8,9,5,7,10,2,6,5,7,4,9,8,5,10,8,MBBS / Doctor
231,2,2,4,6,1,1,4,3,8,9,8,4,7,9,9,6,6,9,8,7,4,7,4,8,5,4,9,8,5,4,8,8,Psychology
232,5,3,8,9,5,4,2,5,3,8,9,7,9,8,7,6,5,7,7,5,5,9,2,5,6,2,5,9,7,7,7,8,MBBS / Doctor
233,7,6,9,7,5,4,4,5,6,3,6,6,7,5,10,8,6,7,9,10,4,3,5,4,5,5,9,5,8,2,7,9,Teaching / Professor
234,5,6,3,5,8,1,5,4,7,4,8,3,6,7,9,8,6,9,10,7,3,3,5,8,4,5,10,10,8,6,9,8,Teaching / Professor
235,5,6,8,9,3,2,4,3,4,2,7,6,8,9,6,4,5,6,8,4,7,7,3,7,3,2,5,7,7,5,7,3,Pharmacy
236,7,4,5,3,7,5,8,10,5,4,6,7,6,8,7,9,7,5,7,6,7,3,5,3,4,2,7,5,7,10,8,9,Business / Management
237,3,5,6,5,6,6,6,10,5,5,9,4,4,7,8,10,10,7,5,8,10,1,9,5,6,7,7,9,6,10,9,9,Business / Management
238,7,6,3,2,5,10,7,5,2,3,8,8,3,7,6,5,7,6,5,5,4,1,9,2,4,8,5,10,10,3,6,5,CA / Accounting
239,6,1,2,1,7,8,6,8,1,1,8,8,1,4,6,6,4,5,4,3,6,1,6,3,5,3,6,7,8,2,7,7,CA / Accounting
240,7,2,2,1,6,7,8,4,2,5,9,8,4,5,8,8,5,4,1,4,7,3,10,2,5,4,7,10,8,5,5,5,CA / Accounting
241,3,5,8,8,3,1,1,4,2,4,6,6,10,5,6,3,4,5,8,1,3,8,1,5,4,2,5,4,7,4,4,5,Pharmacy
242,9,4,1,1,4,6,8,8,5,1,8,8,1,9,8,5,4,5,6,3,6,1,10,6,2,3,2,4,10,5,8,6,Finance / Banking
243,10,8,7,3,9,4,4,5,5,4,7,6,7,9,5,6,8,6,9,7,7,6,3,6,4,4,3,7,5,8,10,5,Engineering
244,5,3,2,4,5,4,3,10,4,7,8,7,3,6,9,9,7,7,5,8,5,4,7,6,5,6,5,7,9,9,9,9,Business / Management
245,6,5,4,5,4,6,10,10,7,7,6,5,4,7,10,10,9,7,5,8,4,4,7,5,5,4,4,5,6,7,7,7,Business / Management
246,6,7,6,6,8,4,6,4,6,6,10,9,10,8,9,7,9,5,8,7,7,3,1,4,3,4,9,10,5,7,8,6,Engineering
247,7,6,4,7,4,4,5,4,1,3,7,4,8,8,6,5,7,7,5,7,6,10,1,4,7,3,6,8,8,5,10,9,Dentist
248,4,4,3,4,3,3,5,4,8,4,8,5,3,7,10,7,6,8,6,4,4,2,5,10,6,8,5,9,10,4,7,8,Civil Services
249,3,3,9,10,6,4,3,4,3,5,8,9,6,10,10,5,9,4,7,6,7,8,3,4,2,2,7,10,9,4,9,10,Dentist
250,8,6,5,3,6,1,5,4,3,3,7,6,4,8,6,5,9,3,5,4,8,1,4,4,1,3,3,5,4,6,9,5,Engineering
251,2,3,2,6,2,3,3,5,6,8,8,3,6,6,9,5,6,10,8,6,3,7,3,10,9,5,7,8,8,3,7,9,Psychology
252,3,4,4,7,7,4,3,5,1,7,7,5,9,7,5,6,6,5,7,5,7,6,3,1,3,1,2,9,8,2,7,5,Pharmacy
253,5,3,4,2,7,1,5,5,10,6,5,4,5,7,7,7,6,8,5,8,5,3,6,7,5,9,5,7,7,6,7,9,Law
254,3,3,1,3,5,3,6,3,8,4,7,2,4,8,7,7,7,8,7,7,3,5,4,7,6,10,5,9,10,5,8,7,Law
255,3,3,4,3,8,1,4,3,6,5,5,1,1,7,9,5,9,7,9,10,6,2,5,8,5,6,5,5,7,7,7,7,Journalism / Media
256,5,5,4,4,7,5,8,5,9,7,7,6,3,10,7,8,7,5,7,6,6,3,3,6,10,6,4,10,8,3,9,9,Civil Services
257,10,6,5,4,9,3,5,5,4,4,10,5,7,8,7,4,7,5,8,6,7,3,6,3,4,4,5,10,7,8,6,7,Engineering
258,8,8,6,4,5,3,3,7,6,6,8,6,6,10,5,3,9,7,9,7,10,4,1,5,5,4,5,6,6,9,10,6,Engineering
259,5,2,3,4,3,2,6,7,8,5,9,4,2,10,7,9,6,7,8,6,5,1,4,10,5,9,6,10,7,5,7,9,Law
260,6,5,8,7,7,3,3,6,3,5,8,6,8,6,7,4,6,5,9,6,6,9,2,1,3,2,5,10,4,5,7,7,Pharmacy
261,5,3,1,2,9,6,7,6,5,5,8,4,4,9,10,8,6,7,2,5,7,6,6,4,4,4,2,7,8,8,8,10,Business / Management
262,5,5,4,8,6,5,5,4,2,5,6,3,7,7,6,8,6,8,7,6,4,10,1,3,5,4,6,10,8,3,7,8,MBBS / Doctor
263,3,4,5,4,2,2,6,5,9,6,6,4,3,8,10,8,4,10,6,9,4,3,3,10,9,6,6,10,6,5,8,9,Civil Services
264,7,5,8,7,7,5,2,1,4,3,5,4,8,5,7,4,6,5,8,3,6,6,4,3,2,3,6,9,8,4,5,5,Pharmacy
265,2,3,3,2,4,2,5,6,7,6,9,5,3,6,10,9,6,7,4,5,4,2,6,7,9,6,6,9,9,6,5,7,Civil Services
266,4,1,4,1,5,4,5,6,10,6,5,4,3,9,8,7,7,6,4,9,3,1,4,6,6,7,5,6,6,5,6,6,Law
267,8,4,2,1,6,6,5,5,3,3,8,6,2,9,8,6,7,3,6,4,9,2,7,6,3,2,6,7,5,6,6,5,Finance / Banking
268,4,4,1,1,4,9,6,9,5,4,6,10,3,6,6,6,3,1,6,5,5,2,10,3,4,7,3,10,10,4,4,5,CA / Accounting
269,3,1,1,2,5,5,4,6,10,5,9,3,6,7,7,10,8,5,7,9,3,1,6,8,4,9,6,8,7,4,8,8,Law
270,2,3,4,6,5,6,7,10,5,6,7,5,6,6,5,9,9,5,5,5,9,4,7,5,2,3,5,7,8,7,10,10,Business / Management
271,10,6,4,4,8,8,5,10,4,4,10,9,7,7,8,6,5,4,4,7,8,3,7,2,3,4,4,7,9,9,8,6,Finance / Banking
272,5,2,5,3,6,4,7,7,10,7,8,6,4,10,9,9,7,7,7,9,5,4,4,9,10,8,7,10,9,2,9,10,Civil Services
273,4,7,6,8,5,3,4,5,2,4,9,5,10,8,7,5,8,7,8,4,2,5,4,4,2,1,5,9,6,3,7,7,Dentist
274,3,5,6,7,3,1,3,5,3,7,5,4,10,7,8,5,5,6,6,5,6,8,2,6,2,1,5,9,7,2,7,7,MBBS / Doctor
275,4,4,3,2,5,3,5,4,5,5,8,5,4,6,10,5,9,5,8,5,4,2,3,9,6,6,4,5,6,5,8,8,Journalism / Media
276,5,4,3,3,5,2,2,3,7,5,8,5,4,7,6,8,6,8,4,10,6,1,4,9,10,7,7,8,8,5,9,9,Civil Services
277,4,4,4,1,1,2,6,5,10,3,6,3,1,6,8,7,5,6,5,9,5,3,4,7,6,10,4,8,8,9,9,5,Law
278,7,9,6,3,8,1,5,2,5,4,10,6,7,10,7,5,7,5,7,4,8,1,4,5,3,1,6,7,6,6,5,4,Engineering
279,4,3,3,3,7,2,5,4,7,4,10,3,4,7,10,6,10,6,4,10,6,2,4,9,2,7,5,5,5,7,8,9,Journalism / Media
280,7,9,6,4,7,4,10,5,4,2,7,7,6,8,8,7,6,3,8,4,6,4,5,1,2,3,6,6,5,7,6,6,Engineering
281,6,5,4,3,6,5,8,9,3,7,5,6,3,7,10,7,7,7,4,7,9,4,7,5,5,6,5,7,8,8,8,10,Business / Management
282,2,4,4,4,3,1,3,5,7,6,9,3,4,9,10,7,6,5,6,10,5,3,2,8,4,10,4,5,5,4,7,7,Law
283,3,3,5,5,4,2,3,4,7,7,6,4,7,5,10,4,6,9,7,7,2,4,1,6,6,2,6,5,5,1,5,8,Psychology
284,2,4,3,3,8,1,10,10,4,5,8,7,4,6,10,10,9,7,6,8,4,3,7,5,5,3,3,5,8,10,10,8,Business / Management
285,5,1,4,8,2,2,8,6,9,3,10,5,5,7,9,8,5,9,7,8,6,6,5,7,10,8,6,8,10,6,8,6,Civil Services
286,6,4,2,3,4,8,5,6,2,4,9,10,4,9,7,4,5,3,4,4,2,1,8,1,6,5,4,10,8,5,8,6,CA / Accounting
287,5,5,3,5,7,5,7,10,5,4,8,7,5,8,7,9,6,6,4,9,9,2,7,5,5,5,5,6,7,10,8,9,Business / Management
288,2,4,9,9,1,4,2,5,3,6,9,5,9,4,5,3,5,6,8,4,8,9,4,4,3,3,5,10,6,5,6,6,Pharmacy
289,6,2,6,10,5,5,3,5,1,5,6,6,8,7,6,4,9,8,2,2,4,10,1,4,1,2,5,8,4,8,9,8,Dentist
290,4,5,5,8,6,1,2,5,2,5,6,4,7,10,8,5,8,5,8,5,6,9,4,2,2,2,7,8,6,2,7,7,Dentist
291,2,1,4,7,4,4,5,3,4,10,6,4,6,7,9,3,6,9,6,6,1,6,3,8,4,4,7,8,4,5,5,8,Psychology
292,5,2,1,4,4,1,7,5,8,7,9,8,2,9,7,8,8,6,10,9,4,1,5,10,7,10,5,8,7,5,7,8,Law
293,4,2,4,4,3,1,4,3,7,5,8,4,2,7,2,7,3,5,5,7,3,3,5,7,7,7,3,6,7,3,7,8,Civil Services
294,4,1,1,3,3,2,3,1,4,9,7,3,3,6,9,5,6,8,5,3,3,4,4,7,5,3,7,8,4,2,8,9,Psychology
295,1,3,2,2,5,4,3,5,10,5,7,4,1,5,9,9,8,8,5,8,2,1,5,6,5,8,6,7,6,5,8,7,Law
296,3,2,4,6,3,3,1,3,5,8,6,2,5,4,8,6,8,10,5,5,1,6,3,5,3,5,7,4,4,2,7,9,Psychology
297,6,4,9,7,6,3,4,3,4,3,8,3,10,10,7,5,4,5,8,5,6,10,3,4,3,3,4,9,5,6,7,5,Pharmacy
298,6,8,7,10,5,4,4,4,4,5,8,5,10,10,10,7,3,8,7,6,7,10,2,9,4,3,5,7,6,6,9,7,MBBS / Doctor
299,1,2,4,6,5,3,4,2,5,9,3,7,8,7,9,7,9,10,10,7,4,8,3,8,1,3,10,8,6,2,8,8,Psychology
300,5,3,10,10,5,1,4,4,4,4,7,5,6,9,5,5,8,5,9,3,6,8,1,5,3,4,5,7,9,5,6,6,Pharmacy
301,4,2,2,5,1,3,3,3,4,10,5,5,5,8,6,7,6,9,5,7,3,5,6,10,1,3,4,6,4,3,4,10,Psychology
302,6,3,6,7,6,4,5,5,6,10,7,5,7,8,8,6,6,10,8,7,3,6,1,7,3,4,7,9,6,5,4,10,Psychology
303,8,7,4,6,6,6,7,7,8,4,8,7,5,8,8,9,9,6,5,5,10,4,8,4,3,6,5,7,6,10,10,9,Business / Management
304,7,4,1,2,4,7,10,7,2,5,7,9,2,5,5,2,3,7,1,2,9,1,8,3,1,5,3,5,8,4,6,4,Finance / Banking
305,3,5,2,3,4,2,4,5,6,5,8,5,2,6,9,10,5,5,5,6,4,3,4,7,9,7,3,10,7,2,8,9,Civil Services
306,7,8,5,2,9,4,6,4,6,4,9,7,7,5,6,6,7,8,5,4,7,3,6,7,3,3,3,9,9,6,5,4,Engineering
307,7,6,7,4,9,3,6,4,3,5,9,9,6,10,5,5,6,7,8,6,10,8,2,4,3,3,4,7,5,7,8,7,Engineering
308,7,4,6,4,4,2,4,2,6,6,3,4,5,5,7,6,4,8,7,9,4,4,3,3,3,8,10,6,5,4,7,5,Teaching / Professor
309,4,4,3,5,5,3,6,4,10,5,9,5,4,10,7,10,8,10,5,8,4,3,2,9,10,9,5,10,6,2,10,9,Civil Services
310,1,1,1,5,3,1,3,3,5,9,7,4,3,8,9,4,5,7,5,8,1,7,4,8,3,2,3,7,5,1,6,8,Psychology
311,6,5,9,10,5,2,1,7,1,6,5,5,10,10,4,7,4,6,6,4,6,9,4,4,2,4,7,6,6,3,7,5,Pharmacy
312,6,4,6,9,6,2,5,4,4,5,6,5,9,7,6,3,7,9,4,6,5,10,2,6,4,3,8,10,6,6,7,5,MBBS / Doctor
313,8,9,5,4,9,4,5,4,3,6,8,9,6,10,7,4,8,4,6,4,8,5,5,3,2,4,5,6,9,8,6,5,Engineering
314,2,2,5,7,4,1,4,7,5,10,7,4,6,7,8,7,10,8,8,4,2,7,3,9,5,4,4,8,6,1,7,9,Psychology
315,2,5,5,9,5,5,2,3,2,3,6,5,8,7,6,4,2,7,5,3,2,6,2,3,1,4,3,8,5,2,9,5,Pharmacy
316,5,1,3,4,5,3,4,5,10,5,8,6,1,7,6,10,6,7,9,6,5,2,4,8,8,10,8,8,6,7,6,8,Law
317,8,6,6,4,9,4,5,2,6,4,8,7,6,10,8,6,7,5,6,4,9,2,4,4,4,3,6,5,6,5,5,7,Engineering
318,7,1,2,1,7,9,10,10,4,3,9,8,3,8,6,9,5,5,6,8,7,1,9,2,4,6,3,5,9,6,9,6,Finance / Banking
319,1,1,5,3,3,2,7,7,9,3,6,4,3,10,6,7,7,6,7,10,5,1,5,8,4,9,3,9,8,4,7,6,Law
320,9,3,4,4,4,7,6,7,4,6,9,8,3,6,8,4,3,2,6,5,7,2,7,4,5,2,1,6,7,7,8,6,Finance / Banking
321,10,2,4,1,6,8,7,5,3,4,6,8,3,8,4,5,5,4,3,6,8,3,9,4,6,5,6,7,8,8,9,3,Finance / Banking
322,5,3,4,5,7,5,7,9,7,8,10,9,8,10,8,10,7,10,4,9,10,4,5,4,5,7,5,7,6,10,9,10,Business / Management
323,5,4,1,1,4,1,6,6,10,4,7,5,5,5,10,6,9,9,5,9,4,4,3,7,3,8,6,8,9,8,7,8,Journalism / Media
324,4,5,7,7,2,3,3,6,2,3,5,5,10,8,7,5,6,7,5,3,5,10,3,5,1,1,7,10,10,1,7,8,Dentist
325,8,3,5,2,5,10,8,6,3,5,10,7,3,7,5,7,7,4,3,1,5,3,9,4,7,5,4,6,8,5,7,4,CA / Accounting
326,1,3,1,4,6,3,2,4,6,5,4,4,1,8,9,6,10,7,8,9,8,2,2,9,6,6,4,3,8,7,6,8,Journalism / Media
327,5,4,7,6,6,6,5,6,5,5,7,6,7,9,10,5,7,8,10,8,6,3,4,6,6,7,9,10,6,4,7,6,Teaching / Professor
328,3,1,1,4,2,1,3,3,7,5,7,4,3,7,6,4,10,10,3,10,4,1,5,10,4,6,5,6,5,6,9,8,Journalism / Media
329,3,2,1,2,6,5,6,4,7,6,6,3,3,8,9,5,9,5,8,9,5,4,3,7,6,8,5,5,5,5,7,9,Journalism / Media
330,4,4,7,5,2,2,6,6,9,4,9,5,1,6,10,9,7,8,6,7,6,1,2,7,9,6,5,9,9,5,10,7,Civil Services
331,1,4,4,6,5,2,3,7,6,7,8,7,4,9,8,5,6,10,6,6,5,7,3,7,4,5,7,9,6,1,8,7,Psychology
332,10,5,3,5,6,9,9,10,4,8,6,9,6,8,8,6,4,5,7,5,8,2,10,3,5,5,4,9,6,8,9,7,Finance / Banking
333,7,1,6,6,6,1,3,3,3,8,8,7,7,4,6,8,5,8,6,6,5,1,1,6,8,6,7,7,6,3,6,9,Teaching / Professor
334,6,7,10,10,5,4,7,5,5,6,8,4,10,10,8,6,5,9,7,4,10,7,1,7,6,3,6,10,9,4,10,9,MBBS / Doctor
335,1,3,1,4,7,5,7,5,9,5,10,5,1,9,5,9,7,5,8,8,3,2,7,8,3,9,5,7,3,4,7,10,Law
336,7,1,3,6,2,5,7,4,10,5,9,5,4,7,7,9,7,7,5,8,5,2,5,9,9,8,7,7,9,6,6,10,Civil Services
337,4,4,8,10,4,4,6,3,4,4,8,5,7,8,8,5,8,6,5,3,2,8,3,2,2,6,4,9,7,3,5,6,Dentist
338,6,5,4,5,6,1,7,5,10,3,6,8,6,10,10,6,9,5,8,8,5,5,5,9,6,9,5,7,9,7,6,10,Law
339,7,5,6,6,5,3,4,2,6,5,6,6,4,5,8,5,6,9,7,7,7,1,1,4,3,3,10,5,7,3,7,7,Teaching / Professor
340,5,5,5,5,5,3,8,4,8,5,8,4,4,7,8,6,5,8,8,8,2,1,5,8,10,10,6,7,10,3,7,8,Civil Services
341,2,1,3,5,7,3,3,3,2,6,10,3,2,8,10,8,7,9,7,6,3,3,1,7,1,2,6,8,5,2,6,9,Psychology
342,5,5,10,8,5,2,4,8,1,2,5,4,9,9,6,6,6,5,8,2,9,8,3,3,3,4,5,8,6,4,10,5,Pharmacy
343,2,1,1,1,3,1,5,4,9,3,8,2,2,6,7,8,6,7,7,7,5,1,3,6,6,9,3,7,8,5,6,8,Law
344,4,4,1,3,7,8,7,3,1,2,10,9,3,6,6,7,5,2,7,5,6,2,10,4,4,6,3,5,6,7,8,6,Finance / Banking
345,4,4,7,8,5,6,4,5,4,6,7,5,9,8,5,4,6,6,7,7,5,10,3,5,4,2,5,6,7,7,5,6,MBBS / Doctor
346,3,1,1,5,4,1,4,3,7,9,5,6,6,10,6,5,6,7,6,5,3,6,2,8,5,1,5,6,4,3,8,6,Psychology
347,7,3,4,7,5,5,8,6,10,9,9,4,6,9,9,8,7,7,6,7,4,2,4,8,10,9,9,8,8,3,9,8,Civil Services
348,8,10,5,7,10,2,8,6,6,7,10,9,9,10,7,5,9,8,9,5,10,4,2,7,4,8,8,8,9,10,10,8,Engineering
349,7,3,3,1,6,7,8,4,4,8,8,7,5,6,7,5,3,5,4,2,8,6,10,4,9,2,5,9,6,7,6,6,Finance / Banking
350,4,4,2,5,4,4,5,2,5,8,8,4,6,6,5,5,6,8,6,4,2,5,4,6,4,4,6,10,7,3,7,8,Psychology
351,9,3,3,3,8,5,10,9,5,4,10,10,3,10,8,8,6,5,4,4,8,2,7,4,3,5,6,7,5,6,6,7,Finance / Banking
352,4,2,9,10,7,1,2,5,3,3,7,4,8,7,5,3,4,6,6,3,5,9,2,2,3,1,2,5,6,1,8,4,Pharmacy
353,5,6,6,6,7,2,6,4,6,7,8,6,3,9,7,7,8,4,7,8,9,4,1,7,6,4,9,9,7,3,6,5,Teaching / Professor
354,3,1,2,4,2,1,2,2,3,9,5,1,1,4,10,3,7,7,7,8,2,6,4,6,2,3,4,7,6,1,5,6,Psychology
355,7,6,9,10,5,1,5,6,3,4,6,8,9,10,8,6,9,8,6,6,5,10,3,6,4,1,5,8,9,3,6,7,MBBS / Doctor
356,7,4,8,3,7,6,5,5,7,4,7,7,8,9,8,8,9,5,6,10,6,6,6,8,4,5,10,10,9,2,8,10,Teaching / Professor
357,4,2,4,2,3,3,5,6,9,6,9,6,4,9,9,10,5,6,5,8,2,1,4,5,7,6,5,9,4,4,6,3,Civil Services
358,2,3,2,2,4,2,3,5,7,6,5,3,4,7,9,7,7,5,3,7,5,4,3,7,5,10,4,7,7,2,7,7,Law
359,2,1,3,1,6,1,5,4,4,5,9,4,2,5,10,6,10,8,8,7,7,1,5,8,5,9,5,6,6,6,10,9,Journalism / Media
360,9,10,5,5,9,5,5,4,5,5,7,10,9,9,6,7,9,3,7,6,6,4,5,6,6,4,4,5,9,8,9,5,Engineering
361,4,1,6,10,4,3,4,3,4,2,8,5,8,8,4,7,8,7,6,2,6,9,5,4,2,3,7,8,9,4,9,10,Dentist
362,5,4,5,9,3,2,7,5,1,5,8,4,10,6,10,6,10,7,4,2,3,6,3,3,5,3,6,7,9,4,6,6,Dentist
363,6,3,9,10,4,2,4,5,1,6,5,6,8,7,6,3,7,6,7,6,5,7,4,3,6,2,4,7,7,3,6,4,Pharmacy
364,9,7,5,4,10,1,5,4,3,4,9,9,7,10,8,7,6,5,7,4,6,1,4,5,2,5,5,9,7,5,8,7,Engineering
365,4,4,2,5,3,3,4,3,3,9,6,6,5,7,7,2,6,8,3,6,3,3,1,8,3,3,6,8,8,4,7,10,Psychology
366,7,6,8,4,9,4,6,4,4,4,9,8,6,6,6,5,4,5,8,8,8,2,2,5,4,3,4,4,8,5,7,4,Engineering
367,6,2,3,5,7,6,8,8,6,8,10,9,4,9,8,10,9,6,7,8,8,4,9,7,7,4,6,7,8,10,10,8,Business / Management
368,4,3,1,1,2,2,5,1,10,2,7,6,2,5,6,10,5,5,4,4,5,1,2,7,7,5,2,8,6,2,8,8,Civil Services
369,4,3,4,7,3,1,3,1,5,10,6,4,4,6,8,3,5,10,4,5,6,8,2,8,3,2,6,7,4,4,8,7,Psychology
370,7,7,5,4,6,3,5,3,5,7,4,6,5,7,6,9,7,9,6,7,6,3,4,6,4,5,9,8,6,5,6,6,Teaching / Professor
371,4,4,5,9,5,2,4,3,4,5,7,6,7,9,8,7,6,9,6,6,7,9,2,6,4,3,7,9,10,4,7,8,MBBS / Doctor
372,6,5,4,6,4,3,5,3,7,5,7,3,6,9,7,8,6,9,10,8,7,4,5,6,6,4,10,7,6,3,8,9,Teaching / Professor
373,6,5,3,5,6,4,5,5,4,9,4,7,8,6,10,6,7,9,8,7,5,4,2,7,4,4,9,6,6,4,10,10,Teaching / Professor
374,6,7,5,1,10,3,6,8,4,4,9,9,7,8,8,7,4,3,9,6,8,3,4,6,2,3,6,7,8,5,8,8,Engineering
375,4,3,1,1,4,1,5,6,8,5,7,3,2,6,7,5,5,9,5,8,4,1,4,5,6,9,4,5,7,7,3,6,Law
376,1,7,5,8,6,3,6,4,4,7,10,5,7,5,10,6,8,8,5,5,7,9,1,4,3,3,7,9,9,6,9,9,Dentist
